"","source","source_level","target","target_level","edge_type","time","value"
"324","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q3",722.415764320101
"325","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q4",738.72734954341
"326","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q1",749.949458142375
"327","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q2",819.24327362266
"328","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q3",852.482413740575
"329","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q4",889.674172026151
"330","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q1",917.020499860987
"331","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q2",926.308233943783
"332","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q3",944.614316220563
"333","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q4",930.319731180837
"334","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2008-Q4",26.593295
"335","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q1",22.916979
"336","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q2",22.213534
"337","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q3",22.362579
"338","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q4",16.165325
"339","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q1",15.392366
"340","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q2",16.035107
"341","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q3",16.28258
"342","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q4",16.04905
"343","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q1",14.074047
"344","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q2",17.683292
"345","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q3",19.015715
"346","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q4",20.527755
"347","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q1",15.484509
"348","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q2",17.845855
"349","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q3",18.272891
"350","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q4",16.233908
"351","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q1",15.9669
"352","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q2",15.216155
"353","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q3",14.859205
"354","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q4",13.674751
"355","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q1",14.611616
"356","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q2",15.116126
"357","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q3",16.698252
"358","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q4",18.580056
"359","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q1",21.856569
"360","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q2",21.353521354
"361","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q3",27.163626387
"362","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q4",31.25665997
"363","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q1",31.2295935602108
"364","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q2",34.2863443194289
"365","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q3",41.344725
"366","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q4",39.879071
"367","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q1",41.770755
"368","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q2",40.662616
"369","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q3",45.570664
"370","Japan debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q4",53.317592
"371","other",0,"outside Euro Area debt sec",1,"debt securities","2008-Q4",182.964008
"372","other",0,"outside Euro Area debt sec",1,"debt securities","2009-Q1",134.3344
"373","other",0,"outside Euro Area debt sec",1,"debt securities","2009-Q2",160.620775
"374","other",0,"outside Euro Area debt sec",1,"debt securities","2009-Q3",183.255633
"375","other",0,"outside Euro Area debt sec",1,"debt securities","2009-Q4",202.288815
"376","other",0,"outside Euro Area debt sec",1,"debt securities","2010-Q1",236.148403337859
"377","other",0,"outside Euro Area debt sec",1,"debt securities","2010-Q2",266.821841492821
"378","other",0,"outside Euro Area debt sec",1,"debt securities","2010-Q3",284.152320787599
"379","other",0,"outside Euro Area debt sec",1,"debt securities","2010-Q4",306.6926489
"380","other",0,"outside Euro Area debt sec",1,"debt securities","2011-Q1",308.892742
"381","other",0,"outside Euro Area debt sec",1,"debt securities","2011-Q2",326.977332
"382","other",0,"outside Euro Area debt sec",1,"debt securities","2011-Q3",327.188556
"383","other",0,"outside Euro Area debt sec",1,"debt securities","2011-Q4",353.420601
"384","other",0,"outside Euro Area debt sec",1,"debt securities","2012-Q1",374.947386
"385","other",0,"outside Euro Area debt sec",1,"debt securities","2012-Q2",408.120826
"386","other",0,"outside Euro Area debt sec",1,"debt securities","2012-Q3",437.576226
"387","other",0,"outside Euro Area debt sec",1,"debt securities","2012-Q4",470.533885
"388","other",0,"outside Euro Area debt sec",1,"debt securities","2013-Q1",510.046651543867
"389","other",0,"outside Euro Area debt sec",1,"debt securities","2013-Q2",490.102602999999
"390","other",0,"outside Euro Area debt sec",1,"debt securities","2013-Q3",487.111379
"391","other",0,"outside Euro Area debt sec",1,"debt securities","2013-Q4",480.894146999999
"392","other",0,"outside Euro Area debt sec",1,"debt securities","2014-Q1",453.363088
"393","other",0,"outside Euro Area debt sec",1,"debt securities","2014-Q2",498.487963
"394","other",0,"outside Euro Area debt sec",1,"debt securities","2014-Q3",536.742887521256
"395","other",0,"outside Euro Area debt sec",1,"debt securities","2014-Q4",539.200776528257
"396","other",0,"outside Euro Area debt sec",1,"debt securities","2015-Q1",607.108920994158
"397","other",0,"outside Euro Area debt sec",1,"debt securities","2015-Q2",602.877320642214
"398","other",0,"outside Euro Area debt sec",1,"debt securities","2015-Q3",557.107231461097
"399","other",0,"outside Euro Area debt sec",1,"debt securities","2015-Q4",574.908709185868
"400","other",0,"outside Euro Area debt sec",1,"debt securities","2016-Q1",580.207422708646
"401","other",0,"outside Euro Area debt sec",1,"debt securities","2016-Q2",626.828664292479
"402","other",0,"outside Euro Area debt sec",1,"debt securities","2016-Q3",662.405704097639
"403","other",0,"outside Euro Area debt sec",1,"debt securities","2016-Q4",666.612875338255
"404","other",0,"outside Euro Area debt sec",1,"debt securities","2017-Q1",716.731921277653
"405","other",0,"outside Euro Area debt sec",1,"debt securities","2017-Q2",730.473092204001
"406","other",0,"outside Euro Area debt sec",1,"debt securities","2017-Q3",761.215439372494
"407","other",0,"outside Euro Area debt sec",1,"debt securities","2017-Q4",779.508160147408
"408","Euro Area debt sec",1,"debt securities",2,"debt securities","2008-Q4",1196.658208
"409","Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q1",1226.425523
"410","Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q2",1290.990764
"411","Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q3",1380.633392
"412","Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q4",1408.787385
"413","Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q1",1458.10204161145
"414","Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q2",1439.90342351853
"415","Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q3",1472.47644669458
"416","Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q4",1431.7519618
"417","Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q1",1430.333739
"418","Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q2",1431.527995
"419","Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q3",1413.660575
"420","Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q4",1424.852207
"421","Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q1",1504.411274
"422","Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q2",1507.944198
"423","Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q3",1569.379278
"424","Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q4",1624.199465
"425","Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q1",1635.55470529771
"426","Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q2",1651.691345
"427","Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q3",1689.185556
"428","Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q4",1710.500972
"429","Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q1",1845.635379
"430","Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q2",1916.355463
"431","Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q3",1960.09661323369
"432","Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q4",1964.78244475274
"433","Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q1",2078.47072864732
"434","Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q2",1996.09581494947
"435","Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q3",1992.45161350404
"436","Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q4",1977.92135511099
"437","Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q1",1983.83710476934
"438","Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q2",2013.29427363377
"439","Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q3",2033.32372408229
"440","Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q4",1987.55975735947
"441","Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q1",1978.83087320782
"442","Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q2",2010.00472711081
"443","Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q3",2030.56053003302
"444","Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q4",2032.02621958364
"445","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2008-Q4",504.838551
"446","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q1",479.424857
"447","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q2",568.900487
"448","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q3",621.095434
"449","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2009-Q4",672.376221
"450","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q1",756.899085518734
"451","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q2",832.629145695471
"452","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q3",869.396089132749
"453","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2010-Q4",929.5756217
"454","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q1",918.545468
"455","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q2",953.685997
"456","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q3",966.712153
"457","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2011-Q4",1081.811939
"458","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q1",1172.032144
"459","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q2",1223.555082
"460","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q3",1288.651193
"461","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2012-Q4",1344.501028
"462","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q1",1436.12644070229
"463","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q2",1395.562593
"464","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q3",1409.788799
"465","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2013-Q4",1404.352877
"466","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q1",1398.907171
"467","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q2",1486.046207
"468","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q3",1603.75661640931
"469","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2014-Q4",1652.13290902426
"470","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q1",1888.04885481644
"471","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q2",1881.01574777369
"472","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q3",1842.76895947193
"473","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2015-Q4",1892.84037650201
"474","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q1",1917.28178778685
"475","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q2",2064.63499800754
"476","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q3",2181.19970857553
"477","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2016-Q4",2224.24880560667
"478","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q1",2340.10519571677
"479","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q2",2374.30959412908
"480","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q3",2437.49447227459
"481","outside Euro Area debt sec",1,"debt securities",2,"debt securities","2017-Q4",2473.27429145268
"482","Euro Area equity",1,"equity",2,"equity","2008-Q4",574.202225
"483","Euro Area equity",1,"equity",2,"equity","2009-Q1",496.530481
"484","Euro Area equity",1,"equity",2,"equity","2009-Q2",562.854784
"485","Euro Area equity",1,"equity",2,"equity","2009-Q3",701.209444
"486","Euro Area equity",1,"equity",2,"equity","2009-Q4",725.444456
"487","Euro Area equity",1,"equity",2,"equity","2010-Q1",750.086227871824
"488","Euro Area equity",1,"equity",2,"equity","2010-Q2",670.524855193341
"489","Euro Area equity",1,"equity",2,"equity","2010-Q3",714.198878155743
"490","Euro Area equity",1,"equity",2,"equity","2010-Q4",753.8645478
"491","Euro Area equity",1,"equity",2,"equity","2011-Q1",786.534292
"492","Euro Area equity",1,"equity",2,"equity","2011-Q2",775.766144
"493","Euro Area equity",1,"equity",2,"equity","2011-Q3",621.736633
"494","Euro Area equity",1,"equity",2,"equity","2011-Q4",636.992064
"495","Euro Area equity",1,"equity",2,"equity","2012-Q1",689.390906
"496","Euro Area equity",1,"equity",2,"equity","2012-Q2",639.59165
"497","Euro Area equity",1,"equity",2,"equity","2012-Q3",685.523466
"498","Euro Area equity",1,"equity",2,"equity","2012-Q4",721.670979
"499","Euro Area equity",1,"equity",2,"equity","2013-Q1",738.414453931385
"500","Euro Area equity",1,"equity",2,"equity","2013-Q2",737.890159
"501","Euro Area equity",1,"equity",2,"equity","2013-Q3",816.74877
"502","Euro Area equity",1,"equity",2,"equity","2013-Q4",886.014317
"503","Euro Area equity",1,"equity",2,"equity","2014-Q1",920.999239
"504","Euro Area equity",1,"equity",2,"equity","2014-Q2",943.945664
"505","Euro Area equity",1,"equity",2,"equity","2014-Q3",930.711959731874
"506","Euro Area equity",1,"equity",2,"equity","2014-Q4",929.3463158
"507","Euro Area equity",1,"equity",2,"equity","2015-Q1",1110.49246020238
"508","Euro Area equity",1,"equity",2,"equity","2015-Q2",1074.01742018423
"509","Euro Area equity",1,"equity",2,"equity","2015-Q3",1037.643648888
"510","Euro Area equity",1,"equity",2,"equity","2015-Q4",1129.3244730578
"511","Euro Area equity",1,"equity",2,"equity","2016-Q1",1083.692176165
"512","Euro Area equity",1,"equity",2,"equity","2016-Q2",1060.00044411997
"513","Euro Area equity",1,"equity",2,"equity","2016-Q3",1124.51658488156
"514","Euro Area equity",1,"equity",2,"equity","2016-Q4",1189.97930570635
"515","Euro Area equity",1,"equity",2,"equity","2017-Q1",1284.94259013263
"516","Euro Area equity",1,"equity",2,"equity","2017-Q2",1310.85337577864
"517","Euro Area equity",1,"equity",2,"equity","2017-Q3",1383.74851243518
"518","Euro Area equity",1,"equity",2,"equity","2017-Q4",1393.36547922081
"519","outside Euro Area equity",1,"equity",2,"equity","2008-Q4",567.243966
"520","outside Euro Area equity",1,"equity",2,"equity","2009-Q1",559.938113
"521","outside Euro Area equity",1,"equity",2,"equity","2009-Q2",676.239843
"522","outside Euro Area equity",1,"equity",2,"equity","2009-Q3",847.045233
"523","outside Euro Area equity",1,"equity",2,"equity","2009-Q4",950.828917
"524","outside Euro Area equity",1,"equity",2,"equity","2010-Q1",1065.458648649
"525","outside Euro Area equity",1,"equity",2,"equity","2010-Q2",1043.034668415
"526","outside Euro Area equity",1,"equity",2,"equity","2010-Q3",1082.132638085
"527","outside Euro Area equity",1,"equity",2,"equity","2010-Q4",1238.854222
"528","outside Euro Area equity",1,"equity",2,"equity","2011-Q1",1190.183556
"529","outside Euro Area equity",1,"equity",2,"equity","2011-Q2",1184.104489
"530","outside Euro Area equity",1,"equity",2,"equity","2011-Q3",1016.491165
"531","outside Euro Area equity",1,"equity",2,"equity","2011-Q4",1099.942375
"532","outside Euro Area equity",1,"equity",2,"equity","2012-Q1",1199.860475
"533","outside Euro Area equity",1,"equity",2,"equity","2012-Q2",1179.348217
"534","outside Euro Area equity",1,"equity",2,"equity","2012-Q3",1235.66621
"535","outside Euro Area equity",1,"equity",2,"equity","2012-Q4",1265.210708
"536","outside Euro Area equity",1,"equity",2,"equity","2013-Q1",1403.78991675906
"537","outside Euro Area equity",1,"equity",2,"equity","2013-Q2",1356.821124
"538","outside Euro Area equity",1,"equity",2,"equity","2013-Q3",1411.514386
"539","outside Euro Area equity",1,"equity",2,"equity","2013-Q4",1483.333772
"540","outside Euro Area equity",1,"equity",2,"equity","2014-Q1",1500.743214
"541","outside Euro Area equity",1,"equity",2,"equity","2014-Q2",1625.396353
"542","outside Euro Area equity",1,"equity",2,"equity","2014-Q3",1738.80593141228
"543","outside Euro Area equity",1,"equity",2,"equity","2014-Q4",1820.56861684813
"544","outside Euro Area equity",1,"equity",2,"equity","2015-Q1",2071.74716539783
"545","outside Euro Area equity",1,"equity",2,"equity","2015-Q2",2037.82597008585
"546","outside Euro Area equity",1,"equity",2,"equity","2015-Q3",1816.86728518524
"547","outside Euro Area equity",1,"equity",2,"equity","2015-Q4",1953.657515808
"548","outside Euro Area equity",1,"equity",2,"equity","2016-Q1",1845.08832370153
"549","outside Euro Area equity",1,"equity",2,"equity","2016-Q2",1912.47984344829
"550","outside Euro Area equity",1,"equity",2,"equity","2016-Q3",2008.11742445664
"551","outside Euro Area equity",1,"equity",2,"equity","2016-Q4",2106.56982117357
"552","outside Euro Area equity",1,"equity",2,"equity","2017-Q1",2227.21537892998
"553","outside Euro Area equity",1,"equity",2,"equity","2017-Q2",2214.96483710401
"554","outside Euro Area equity",1,"equity",2,"equity","2017-Q3",2280.19864337456
"555","outside Euro Area equity",1,"equity",2,"equity","2017-Q4",2424.40873814461
"556","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2008-Q4",107.877953
"557","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2009-Q1",92.929132
"558","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2009-Q2",114.63851
"559","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2009-Q3",142.529071
"560","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2009-Q4",158.200098
"561","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2010-Q1",170.567162711
"562","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2010-Q2",161.149464887171
"563","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2010-Q3",176.360497595
"564","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2010-Q4",198.7846767
"565","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2011-Q1",193.836045
"566","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2011-Q2",192.47821
"567","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2011-Q3",167.270539
"568","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2011-Q4",182.294189
"569","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2012-Q1",187.976277
"570","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2012-Q2",190.053287
"571","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2012-Q3",199.985301
"572","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2012-Q4",203.501228
"573","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2013-Q1",217.60573455706
"574","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2013-Q2",210.099224
"575","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2013-Q3",227.775985
"576","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2013-Q4",246.562804
"577","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2014-Q1",247.116835
"578","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2014-Q2",260.764361
"579","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2014-Q3",265.001489260889
"580","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2014-Q4",266.87228169913
"581","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2015-Q1",310.70062887783
"582","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2015-Q2",323.29685670485
"583","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2015-Q3",303.564010098573
"584","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2015-Q4",323.580762406
"585","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2016-Q1",289.918261913529
"586","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2016-Q2",281.15270999874
"587","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2016-Q3",280.165393533094
"588","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2016-Q4",286.668732541447
"589","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2017-Q1",300.566624457285
"590","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2017-Q2",306.024475911068
"591","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2017-Q3",314.778697019935
"592","outside Euro Area Equity",0,"outside Euro Area equity",1,"equity","2017-Q4",327.549393226748
"593","Japan equity",0,"outside Euro Area equity",1,"equity","2008-Q4",59.137572
"594","Japan equity",0,"outside Euro Area equity",1,"equity","2009-Q1",47.561834
"595","Japan equity",0,"outside Euro Area equity",1,"equity","2009-Q2",59.106217
"596","Japan equity",0,"outside Euro Area equity",1,"equity","2009-Q3",62.614545
"597","Japan equity",0,"outside Euro Area equity",1,"equity","2009-Q4",65.48331
"598","Japan equity",0,"outside Euro Area equity",1,"equity","2010-Q1",75.58179
"599","Japan equity",0,"outside Euro Area equity",1,"equity","2010-Q2",78.333945
"600","Japan equity",0,"outside Euro Area equity",1,"equity","2010-Q3",67.433359
"601","Japan equity",0,"outside Euro Area equity",1,"equity","2010-Q4",83.92844
"602","Japan equity",0,"outside Euro Area equity",1,"equity","2011-Q1",71.089362
"603","Japan equity",0,"outside Euro Area equity",1,"equity","2011-Q2",76.77487
"604","Japan equity",0,"outside Euro Area equity",1,"equity","2011-Q3",71.944936
"605","Japan equity",0,"outside Euro Area equity",1,"equity","2011-Q4",71.84347
"606","Japan equity",0,"outside Euro Area equity",1,"equity","2012-Q1",75.394855
"607","Japan equity",0,"outside Euro Area equity",1,"equity","2012-Q2",78.173976
"608","Japan equity",0,"outside Euro Area equity",1,"equity","2012-Q3",72.059524
"609","Japan equity",0,"outside Euro Area equity",1,"equity","2012-Q4",78.063337
"610","Japan equity",0,"outside Euro Area equity",1,"equity","2013-Q1",94.968561596
"611","Japan equity",0,"outside Euro Area equity",1,"equity","2013-Q2",109.440419
"612","Japan equity",0,"outside Euro Area equity",1,"equity","2013-Q3",112.698906
"613","Japan equity",0,"outside Euro Area equity",1,"equity","2013-Q4",123.180122
"614","Japan equity",0,"outside Euro Area equity",1,"equity","2014-Q1",116.435515
"615","Japan equity",0,"outside Euro Area equity",1,"equity","2014-Q2",131.547172
"616","Japan equity",0,"outside Euro Area equity",1,"equity","2014-Q3",137.410804176417
"617","Japan equity",0,"outside Euro Area equity",1,"equity","2014-Q4",144.563654
"618","Japan equity",0,"outside Euro Area equity",1,"equity","2015-Q1",173.733178469
"619","Japan equity",0,"outside Euro Area equity",1,"equity","2015-Q2",183.233283088
"620","Japan equity",0,"outside Euro Area equity",1,"equity","2015-Q3",155.586152379204
"621","Japan equity",0,"outside Euro Area equity",1,"equity","2015-Q4",178.675272113
"622","Japan equity",0,"outside Euro Area equity",1,"equity","2016-Q1",156.443481404222
"623","Japan equity",0,"outside Euro Area equity",1,"equity","2016-Q2",167.414592621876
"624","Japan equity",0,"outside Euro Area equity",1,"equity","2016-Q3",168.04021000336
"625","Japan equity",0,"outside Euro Area equity",1,"equity","2016-Q4",188.910311456442
"626","Japan equity",0,"outside Euro Area equity",1,"equity","2017-Q1",189.166878708658
"627","Japan equity",0,"outside Euro Area equity",1,"equity","2017-Q2",196.779203624384
"628","Japan equity",0,"outside Euro Area equity",1,"equity","2017-Q3",194.446080761482
"629","Japan equity",0,"outside Euro Area equity",1,"equity","2017-Q4",218.826455879713
"630","United States equity",0,"outside Euro Area equity",1,"equity","2008-Q4",181.011481
"631","United States equity",0,"outside Euro Area equity",1,"equity","2009-Q1",188.204573
"632","United States equity",0,"outside Euro Area equity",1,"equity","2009-Q2",205.259384
"633","United States equity",0,"outside Euro Area equity",1,"equity","2009-Q3",262.391826
"634","United States equity",0,"outside Euro Area equity",1,"equity","2009-Q4",290.783313
"635","United States equity",0,"outside Euro Area equity",1,"equity","2010-Q1",329.624073014
"636","United States equity",0,"outside Euro Area equity",1,"equity","2010-Q2",316.519693055907
"637","United States equity",0,"outside Euro Area equity",1,"equity","2010-Q3",315.078147050736
"638","United States equity",0,"outside Euro Area equity",1,"equity","2010-Q4",356.9027086
"639","United States equity",0,"outside Euro Area equity",1,"equity","2011-Q1",365.451787
"640","United States equity",0,"outside Euro Area equity",1,"equity","2011-Q2",364.832177
"641","United States equity",0,"outside Euro Area equity",1,"equity","2011-Q3",323.295022
"642","United States equity",0,"outside Euro Area equity",1,"equity","2011-Q4",358.866829
"643","United States equity",0,"outside Euro Area equity",1,"equity","2012-Q1",390.495861
"644","United States equity",0,"outside Euro Area equity",1,"equity","2012-Q2",392.643182
"645","United States equity",0,"outside Euro Area equity",1,"equity","2012-Q3",412.823716
"646","United States equity",0,"outside Euro Area equity",1,"equity","2012-Q4",408.149075
"647","United States equity",0,"outside Euro Area equity",1,"equity","2013-Q1",478.273097790256
"648","United States equity",0,"outside Euro Area equity",1,"equity","2013-Q2",481.935833
"649","United States equity",0,"outside Euro Area equity",1,"equity","2013-Q3",502.385731
"650","United States equity",0,"outside Euro Area equity",1,"equity","2013-Q4",535.958095
"651","United States equity",0,"outside Euro Area equity",1,"equity","2014-Q1",554.705439
"652","United States equity",0,"outside Euro Area equity",1,"equity","2014-Q2",598.758147
"653","United States equity",0,"outside Euro Area equity",1,"equity","2014-Q3",662.272852081
"654","United States equity",0,"outside Euro Area equity",1,"equity","2014-Q4",724.525195828
"655","United States equity",0,"outside Euro Area equity",1,"equity","2015-Q1",812.819913586
